metodo;n;m;t_carga;t_ordenacao;t_verificacao;t_gravacao;comp_ordenacao;comp_ordenacao_destino;comp_busca;prof_ordenacao;prof_busca
seq-iter;50000;2000;0.586306000;0.000000000;0.178734000;0.000006000;0;0;74037312;0;0
seq-iter;50000;2000;0.584704000;0.000000000;0.176967000;0.000006000;0;0;74037312;0;0
seq-iter;50000;2000;0.589545000;0.000000000;0.177853000;0.000006000;0;0;74037312;0;0
seq-rec;50000;2000;0.595476000;0.000000000;0.638509000;0.000006000;0;0;74037312;0;50901
seq-rec;50000;2000;0.595376000;0.000000000;0.633021000;0.000007000;0;0;74037312;0;50901
seq-rec;50000;2000;0.586233000;0.000000000;0.631757000;0.000009000;0;0;74037312;0;50901
seq-rec;50000;2000;0.586148000;0.000000000;0.630319000;0.000006000;0;0;74037312;0;50901
seq-rec;50000;2000;0.585601000;0.000000000;0.632610000;0.000006000;0;0;74037312;0;50901
bin-iter-iter;50000;2000;0.590434000;0.014262000;0.014809000;0.000006000;755951;736478;32340;0;0
bin-iter-iter;50000;2000;0.587017000;0.014393000;0.014942000;0.000007000;755951;736478;32340;0;0
bin-iter-iter;50000;2000;0.588374000;0.014119000;0.014675000;0.000005000;755951;736478;32340;0;0
bin-iter-iter;50000;2000;0.588720000;0.014345000;0.014894000;0.000005000;755951;736478;32340;0;0
bin-iter-iter;50000;2000;0.587682000;0.014281000;0.014841000;0.000006000;755951;736478;32340;0;0
bin-iter-rec;50000;2000;0.589976000;0.014491000;0.015092000;0.000006000;755951;736478;32340;0;17
bin-iter-rec;50000;2000;0.587940000;0.014212000;0.014805000;0.000005000;755951;736478;32340;0;17
bin-iter-rec;50000;2000;0.589562000;0.014558000;0.015156000;0.000006000;755951;736478;32340;0;17
bin-iter-rec;50000;2000;0.588695000;0.014296000;0.014895000;0.000006000;755951;736478;32340;0;17
bin-iter-rec;50000;2000;0.587800000;0.014208000;0.014805000;0.000006000;755951;736478;32340;0;17
bin-rec-iter;50000;2000;0.586684000;0.012488000;0.013045000;0.000006000;744289;724824;32340;17;0
bin-rec-iter;50000;2000;0.586811000;0.012389000;0.012941000;0.000006000;744289;724824;32340;17;0
bin-rec-iter;50000;2000;0.587739000;0.012388000;0.012940000;0.000006000;744289;724824;32340;17;0
bin-rec-iter;50000;2000;0.588489000;0.012670000;0.013236000;0.000005000;744289;724824;32340;17;0
bin-rec-iter;50000;2000;0.588923000;0.012431000;0.012986000;0.000006000;744289;724824;32340;17;0
bin-rec-rec;50000;2000;0.588872000;0.012328000;0.012936000;0.000005000;744289;724824;32340;17;17
bin-rec-rec;50000;2000;0.588029000;0.012442000;0.013055000;0.000006000;744289;724824;32340;17;17
bin-rec-rec;50000;2000;0.588485000;0.012330000;0.012938000;0.000005000;744289;724824;32340;17;17
bin-rec-rec;50000;2000;0.588069000;0.012343000;0.012946000;0.000006000;744289;724824;32340;17;17
bin-rec-rec;50000;2000;0.588526000;0.012401000;0.013003000;0.000006000;744289;724824;32340;17;17
seq-iter;50000;5000;0.634991000;0.000000000;0.448122000;0.000016000;0;0;187139091;0;0
seq-iter;50000;5000;0.614411000;0.000000000;0.446396000;0.000017000;0;0;187139091;0;0
seq-iter;50000;5000;0.616797000;0.000000000;0.445593000;0.000016000;0;0;187139091;0;0
seq-iter;50000;5000;0.620254000;0.000000000;0.448420000;0.000015000;0;0;187139091;0;0
seq-iter;50000;5000;0.621345000;0.000000000;0.445029000;0.000015000;0;0;187139091;0;0
seq-rec;50000;5000;0.622713000;0.000000000;1.601814000;0.000020000;0;0;187139091;0;52246
seq-rec;50000;5000;0.622543000;0.000000000;1.594480000;0.000015000;0;0;187139091;0;52246
seq-rec;50000;5000;0.620333000;0.000000000;1.594079000;0.000020000;0;0;187139091;0;52246
seq-rec;50000;5000;0.621214000;0.000000000;1.597112000;0.000019000;0;0;187139091;0;52246
seq-rec;50000;5000;0.623495000;0.000000000;1.599160000;0.000015000;0;0;187139091;0;52246
bin-iter-iter;50000;5000;0.621045000;0.014496000;0.015868000;0.000015000;793388;736478;80929;0;0
bin-iter-iter;50000;5000;0.620636000;0.014391000;0.015760000;0.000015000;793388;736478;80929;0;0
bin-iter-iter;50000;5000;0.620573000;0.014600000;0.015966000;0.000016000;793388;736478;80929;0;0
bin-iter-iter;50000;5000;0.624270000;0.014623000;0.016048000;0.000015000;793388;736478;80929;0;0
bin-iter-iter;50000;5000;0.623566000;0.014595000;0.015964000;0.000015000;793388;736478;80929;0;0
bin-iter-rec;50000;5000;0.620863000;0.014496000;0.015983000;0.000015000;793388;736478;80929;0;17
bin-iter-rec;50000;5000;0.624698000;0.014707000;0.016205000;0.000015000;793388;736478;80929;0;17
bin-iter-rec;50000;5000;0.623814000;0.014434000;0.015911000;0.000015000;793388;736478;80929;0;17
bin-iter-rec;50000;5000;0.623603000;0.014598000;0.016084000;0.000016000;793388;736478;80929;0;17
bin-iter-rec;50000;5000;0.620136000;0.014770000;0.016276000;0.000015000;793388;736478;80929;0;17
bin-rec-iter;50000;5000;0.621084000;0.012706000;0.014108000;0.000015000;780262;724824;80929;17;0
bin-rec-iter;50000;5000;0.620202000;0.012574000;0.013977000;0.000016000;780262;724824;80929;17;0
bin-rec-iter;50000;5000;0.620512000;0.012700000;0.014082000;0.000015000;780262;724824;80929;17;0
bin-rec-iter;50000;5000;0.620796000;0.012669000;0.014059000;0.000016000;780262;724824;80929;17;0
bin-rec-iter;50000;5000;0.622769000;0.012674000;0.014065000;0.000015000;780262;724824;80929;17;0
bin-rec-rec;50000;5000;0.622426000;0.012859000;0.014362000;0.000015000;780262;724824;80929;17;17
bin-rec-rec;50000;5000;0.624668000;0.012619000;0.014121000;0.000016000;780262;724824;80929;17;17
bin-rec-rec;50000;5000;0.621127000;0.012680000;0.014185000;0.000016000;780262;724824;80929;17;17
bin-rec-rec;50000;5000;0.620533000;0.012599000;0.014099000;0.000015000;780262;724824;80929;17;17
bin-rec-rec;50000;5000;0.622119000;0.012681000;0.014179000;0.000016000;780262;724824;80929;17;17
